,T,moneyness,implied_volatility
5976,18,1.0491235246700434,0.1508
5980,18,1.0515297712862592,0.1495
5984,18,1.0539360179024748,0.1488
5988,18,1.0563422645186906,0.1479
5992,18,1.0587485111349062,0.1475
5996,18,1.061154757751122,0.1468
6000,18,1.0635610043673376,0.1464
6004,18,1.0659672509835534,0.1466
6008,18,1.068373497599769,0.1462
6012,18,1.0707797442159848,0.1486
6016,18,1.0731859908322003,0.1489
6020,18,1.0755922374484161,0.1484
6024,18,1.077998484064632,0.1497
6028,18,1.0804047306808475,0.1507
6032,18,1.0828109772970633,0.1546
6036,18,1.085217223913279,0.155
6040,18,1.0876234705294947,0.1543
6044,18,1.0900297171457103,0.158
6048,18,1.092435963761926,0.1617
6052,18,1.0948422103781417,0.1604
6056,18,1.0972484569943575,0.164
6060,18,1.099654703610573,0.1675
6064,18,1.1020609502267888,0.1647
6068,18,1.1044671968430044,0.1681
6072,18,1.1068734434592202,0.1714
6076,18,1.1116859366916516,0.1783
6080,18,1.116498429924083,0.185
6084,18,1.1189046765402986,0.1788
6088,18,1.1213109231565144,0.1819
6092,18,1.1261234163889458,0.1882
6096,18,1.1309359096213771,0.1944
6100,18,1.1357484028538085,0.2006
6104,18,1.14056089608624,0.2067
6108,18,1.1429671427024557,0.2097
6112,18,1.1453733893186713,0.2128
6116,18,1.1501858825511027,0.2188
6120,18,1.154998375783534,0.2248
6124,18,1.1598108690159654,0.21
6132,18,1.1670296088646126,0.2182
6144,18,1.1790608419456912,0.2317
6152,18,1.188685828410554,0.2423
6156,18,1.1910920750267695,0.2449
6164,18,1.203123308107848,0.258
6272,25,0.902342481080886,0.2598
6300,25,0.9336236870916901,0.2274
6304,25,0.9384361803241215,0.2241
6316,25,0.9504674134051999,0.2139
6328,25,0.9624986464862785,0.2049
6344,25,0.9745298795673569,0.1963
6348,25,0.9769361261835726,0.1942
6352,25,0.9793423727997883,0.1924
6356,25,0.981748619416004,0.1906
6360,25,0.9841548660322197,0.189
6364,25,0.9865611126484354,0.1873
6368,25,0.9889673592646511,0.1853
6372,25,0.9913736058808668,0.1837
6376,25,0.9925767291889747,0.1827
6380,25,0.9937798524970824,0.1817
6384,25,0.9961860991132981,0.1801
6388,25,0.9985923457295138,0.1783
6392,25,1.0009985923457296,0.1763
6396,25,1.0034048389619452,0.1746
6400,25,1.004607962270053,0.1738
6404,25,1.005811085578161,0.1729
6408,25,1.0082173321943766,0.1711
6412,25,1.0106235788105924,0.1695
6416,25,1.013029825426808,0.1679
6420,25,1.0154360720430238,0.1661
6424,25,1.0166391953511316,0.1653
6428,25,1.0178423186592394,0.1647
6432,25,1.0202485652754552,0.1629
6436,25,1.0226548118916707,0.1613
6440,25,1.0250610585078865,0.1596
6444,25,1.0274673051241021,0.1581
6448,25,1.0286704284322101,0.1574
6452,25,1.029873551740318,0.1567
6456,25,1.0322797983565337,0.155
6460,25,1.0346860449727493,0.1536
6464,25,1.037092291588965,0.1518
6468,25,1.0394985382051807,0.1506
6472,25,1.0407016615132885,0.1497
6476,25,1.0419047848213965,0.1492
6480,25,1.044311031437612,0.1477
6484,25,1.0467172780538279,0.1466
6488,25,1.0491235246700434,0.1452
6492,25,1.0515297712862592,0.144
6496,25,1.0539360179024748,0.143
6500,25,1.0563422645186906,0.1425
6504,25,1.0587485111349062,0.1412
6508,25,1.061154757751122,0.1411
6512,25,1.0635610043673376,0.1407
6516,25,1.0659672509835534,0.1398
6520,25,1.068373497599769,0.1395
6524,25,1.0707797442159848,0.1397
6528,25,1.0731859908322003,0.1392
6532,25,1.0755922374484161,0.1392
6536,25,1.076795360756524,0.1394
6540,25,1.077998484064632,0.1396
6544,25,1.0828109772970633,0.1406
6548,25,1.0876234705294947,0.1431
6552,25,1.092435963761926,0.1452
6556,25,1.0948422103781417,0.1455
6560,25,1.0972484569943575,0.1457
6564,25,1.1020609502267888,0.148
6568,25,1.1068734434592202,0.1543
6580,25,1.1189046765402986,0.1586
6588,25,1.1261234163889458,0.1668
6592,25,1.1309359096213771,0.1723
6600,25,1.1429671427024557,0.1768
6604,25,1.154998375783534,0.1896
6616,25,1.1910920750267695,0.2068
6624,25,1.2151545411889264,0.2289
6664,32,0.7218739848647088,0.4649
6728,32,0.9143737141619646,0.2377
6732,32,0.926404947243043,0.2282
6744,32,0.9384361803241215,0.22
6748,32,0.9432486735565528,0.2161
6760,32,0.9528736600214156,0.2096
6768,32,0.9624986464862785,0.2029
6772,32,0.9673111397187099,0.1997
6780,32,0.9721236329511412,0.1965
6784,32,0.9745298795673569,0.1949
6788,32,0.9769361261835726,0.1932
6796,32,0.9805454961078961,0.1906
6800,32,0.981748619416004,0.1898
6804,32,0.9841548660322197,0.188
6808,32,0.9865611126484354,0.1864
6812,32,0.9889673592646511,0.1847
6816,32,0.9913736058808668,0.1831
6820,32,0.9937798524970824,0.1814
6824,32,0.9961860991132981,0.1797
6828,32,0.9985923457295138,0.1782
6832,32,1.0009985923457296,0.1765
6836,32,1.0034048389619452,0.1748
6840,32,1.005811085578161,0.1733
6844,32,1.0082173321943766,0.1716
6848,32,1.0106235788105924,0.1701
6852,32,1.013029825426808,0.1685
6856,32,1.0154360720430238,0.167
6860,32,1.0166391953511316,0.1661
6864,32,1.0178423186592394,0.1653
6868,32,1.0202485652754552,0.1638
6872,32,1.0226548118916707,0.1623
6876,32,1.0250610585078865,0.1609
6880,32,1.0274673051241021,0.1595
6884,32,1.0286704284322101,0.1587
6888,32,1.029873551740318,0.158
6892,32,1.0322797983565337,0.1566
6896,32,1.0346860449727493,0.1551
6900,32,1.037092291588965,0.1538
6904,32,1.0394985382051807,0.1525
6908,32,1.0407016615132885,0.1517
6912,32,1.0419047848213965,0.151
6916,32,1.044311031437612,0.1498
6920,32,1.0467172780538279,0.1484
6924,32,1.0491235246700434,0.1473
6928,32,1.0515297712862592,0.146
6932,32,1.052732894594367,0.1457
6936,32,1.0539360179024748,0.145
6940,32,1.0563422645186906,0.1439
6944,32,1.0587485111349062,0.1431
6948,32,1.061154757751122,0.1423
6952,32,1.0635610043673376,0.1414
6956,32,1.0647641276754456,0.1409
6960,32,1.0659672509835534,0.1409
6964,32,1.068373497599769,0.1399
6968,32,1.0707797442159848,0.1405
6972,32,1.0731859908322003,0.1396
6976,32,1.0755922374484161,0.1387
6980,32,1.076795360756524,0.1387
6984,32,1.077998484064632,0.1391
6988,32,1.0828109772970633,0.1387
6992,32,1.0876234705294947,0.1397
6996,32,1.092435963761926,0.141
7000,32,1.0948422103781417,0.1409
7004,32,1.0972484569943575,0.141
7008,32,1.1020609502267888,0.1428
7012,32,1.1068734434592202,0.1439
7016,32,1.1116859366916516,0.1468
7020,32,1.116498429924083,0.1491
7024,32,1.1189046765402986,0.1482
7036,32,1.1309359096213771,0.1566
7044,32,1.1429671427024557,0.1631
7048,32,1.154998375783534,0.1663
7060,32,1.1910920750267695,0.1992
7064,32,1.203123308107848,0.2096
7156,39,0.902342481080886,0.2412
7172,39,0.9384361803241215,0.217
7184,39,0.9504674134051999,0.2094
7196,39,0.9624986464862785,0.2017
7204,39,0.9697173863349255,0.1969
7212,39,0.9745298795673569,0.1935
7216,39,0.9769361261835726,0.1923
7220,39,0.9793423727997883,0.1908
7224,39,0.9805454961078961,0.1901
7228,39,0.981748619416004,0.1893
7232,39,0.9841548660322197,0.1877
7236,39,0.9865611126484354,0.1862
7240,39,0.9889673592646511,0.1846
7244,39,0.9913736058808668,0.183
7248,39,0.9925767291889747,0.1822
7252,39,0.9937798524970824,0.1814
7256,39,0.9961860991132981,0.1798
7260,39,0.9985923457295138,0.1784
7264,39,1.0009985923457296,0.1767
7268,39,1.0034048389619452,0.1753
7272,39,1.004607962270053,0.1744
7276,39,1.005811085578161,0.1738
7280,39,1.0082173321943766,0.1721
7284,39,1.0106235788105924,0.1708
7288,39,1.013029825426808,0.1692
7292,39,1.0154360720430238,0.1677
7296,39,1.0166391953511316,0.1669
7300,39,1.0178423186592394,0.1663
7304,39,1.0202485652754552,0.1649
7308,39,1.0226548118916707,0.1634
7312,39,1.0250610585078865,0.162
7316,39,1.0274673051241021,0.1606
7320,39,1.0286704284322101,0.16
7324,39,1.029873551740318,0.1593
7328,39,1.0322797983565337,0.1579
7332,39,1.0346860449727493,0.1566
7336,39,1.037092291588965,0.1554
7340,39,1.0394985382051807,0.1541
7344,39,1.0419047848213965,0.1528
7348,39,1.044311031437612,0.1516
7352,39,1.0467172780538279,0.1503
7356,39,1.0491235246700434,0.1492
7360,39,1.0515297712862592,0.1481
7364,39,1.0539360179024748,0.147
7368,39,1.0587485111349062,0.145
7372,39,1.0707797442159848,0.1412
7376,39,1.0828109772970633,0.1393
7380,39,1.0948422103781417,0.1393
7384,39,1.1068734434592202,0.1417
7388,39,1.1189046765402986,0.1442
7392,39,1.1309359096213771,0.1513
7400,39,1.154998375783534,0.1629
7576,46,0.7699989171890227,0.3953
7588,46,0.8060926164322582,0.3547
7656,46,0.8662487818376506,0.2794
7696,46,0.8903112479998075,0.2738
7700,46,0.8927174946160232,0.2561
7716,46,0.902342481080886,0.2509
7724,46,0.9071549743133174,0.247
7728,46,0.9095612209295331,0.2449
7740,46,0.9167799607781802,0.2395
7748,46,0.9215924540106116,0.2361
7756,46,0.926404947243043,0.2318
7768,46,0.9336236870916901,0.2211
7776,46,0.9384361803241215,0.2157
7796,46,0.9504674134051999,0.2096
7800,46,0.9528736600214156,0.2088
7804,46,0.9552799066376313,0.2061
7808,46,0.957686153253847,0.2051
7812,46,0.9600923998700628,0.2035
7816,46,0.9624986464862785,0.2019
7820,46,0.9649048931024942,0.2002
7828,46,0.9697173863349255,0.1971
7832,46,0.9721236329511412,0.1958
7836,46,0.9745298795673569,0.1946
7840,46,0.9769361261835726,0.1928
7844,46,0.9793423727997883,0.1913
7848,46,0.981748619416004,0.1896
7852,46,0.9841548660322197,0.188
7856,46,0.9865611126484354,0.1868
7860,46,0.9889673592646511,0.1851
7864,46,0.9913736058808668,0.1834
7868,46,0.9937798524970824,0.1818
7872,46,0.9961860991132981,0.1803
7876,46,0.9985923457295138,0.1791
7880,46,1.0009985923457296,0.1774
7884,46,1.0034048389619452,0.1757
7888,46,1.005811085578161,0.1741
7892,46,1.0082173321943766,0.1728
7896,46,1.0106235788105924,0.1717
7900,46,1.013029825426808,0.17
7904,46,1.0154360720430238,0.1683
7908,46,1.0178423186592394,0.1669
7912,46,1.0202485652754552,0.1658
7916,46,1.0226548118916707,0.1643
7920,46,1.0250610585078865,0.1628
7924,46,1.0274673051241021,0.1614
7928,46,1.029873551740318,0.1605
7932,46,1.0322797983565337,0.159
7936,46,1.0346860449727493,0.1575
7940,46,1.037092291588965,0.1563
7944,46,1.0394985382051807,0.1552
7948,46,1.0419047848213965,0.154
7952,46,1.044311031437612,0.1526
7956,46,1.0467172780538279,0.1516
7960,46,1.0491235246700434,0.1507
7964,46,1.0515297712862592,0.1492
7968,46,1.0539360179024748,0.1482
7972,46,1.0563422645186906,0.1473
7976,46,1.0587485111349062,0.1464
7980,46,1.061154757751122,0.1454
7984,46,1.0635610043673376,0.1445
7988,46,1.0659672509835534,0.1438
7992,46,1.068373497599769,0.1429
7996,46,1.0707797442159848,0.1423
8000,46,1.0731859908322003,0.1416
8004,46,1.0755922374484161,0.1412
8008,46,1.077998484064632,0.1407
8012,46,1.0804047306808475,0.1401
8016,46,1.0828109772970633,0.14
8020,46,1.085217223913279,0.14
8024,46,1.0876234705294947,0.1398
8028,46,1.0900297171457103,0.1393
8032,46,1.092435963761926,0.1396
8036,46,1.0948422103781417,0.1395
8040,46,1.0972484569943575,0.1397
8044,46,1.099654703610573,0.1402
8048,46,1.1020609502267888,0.1403
8052,46,1.1044671968430044,0.1415
8056,46,1.1068734434592202,0.1412
8060,46,1.1092796900754358,0.1416
8064,46,1.1116859366916516,0.142
8068,46,1.1140921833078672,0.1425
8072,46,1.116498429924083,0.1435
8076,46,1.1189046765402986,0.1447
8080,46,1.1213109231565144,0.1443
8084,46,1.1237171697727302,0.145
8088,46,1.1261234163889458,0.1474
8092,46,1.1285296630051616,0.1481
8096,46,1.1309359096213771,0.1491
8100,46,1.133342156237593,0.1489
8104,46,1.1357484028538085,0.149
8108,46,1.1381546494700243,0.1514
8112,46,1.14056089608624,0.1511
8116,46,1.1429671427024557,0.1533
8120,46,1.1453733893186713,0.1531
8128,46,1.1501858825511027,0.1574
8136,46,1.154998375783534,0.1583
8144,46,1.1598108690159654,0.1589
8148,46,1.1622171156321812,0.161
8156,46,1.1670296088646126,0.1607
8160,46,1.1694358554808282,0.1627
8164,46,1.171842102097044,0.1647
8168,46,1.1742483487132598,0.1667
8176,46,1.1790608419456912,0.1705
8192,46,1.188685828410554,0.1725
8224,46,1.2151545411889264,0.1839
8228,46,1.227185774270005,0.1926
8232,46,1.2392170073510835,0.2011
8236,46,1.2512482404321619,0.2094
8244,46,1.275310706594319,0.2259
8252,46,1.299373172756476,0.222
8544,60,0.8421863156754936,0.2323
8580,60,0.8638425352214348,0.2548
8584,60,0.8662487818376506,0.2498
8664,60,0.9143737141619646,0.2108
8704,60,0.9384361803241215,0.216
8720,60,0.9480611667889842,0.2074
8724,60,0.9504674134051999,0.2059
8740,60,0.9600923998700628,0.2007
8744,60,0.9624986464862785,0.1992
8756,60,0.9697173863349255,0.1953
8760,60,0.9721236329511412,0.1938
8764,60,0.9745298795673569,0.1923
8776,60,0.981748619416004,0.1879
8780,60,0.9841548660322197,0.1864
8784,60,0.9865611126484354,0.1849
8788,60,0.9889673592646511,0.1836
8792,60,0.9913736058808668,0.182
8796,60,0.9937798524970824,0.1806
8800,60,0.9961860991132981,0.1791
8804,60,0.9985923457295138,0.1776
8808,60,1.0009985923457296,0.1762
8812,60,1.0034048389619452,0.1747
8816,60,1.005811085578161,0.1732
8820,60,1.0082173321943766,0.1718
8824,60,1.0106235788105924,0.1703
8828,60,1.013029825426808,0.169
8832,60,1.0154360720430238,0.1675
8836,60,1.0178423186592394,0.1661
8840,60,1.0202485652754552,0.1647
8844,60,1.0226548118916707,0.1633
8848,60,1.0250610585078865,0.162
8852,60,1.0274673051241021,0.1607
8856,60,1.029873551740318,0.1593
8860,60,1.0322797983565337,0.158
8864,60,1.0346860449727493,0.1567
8868,60,1.037092291588965,0.1554
8872,60,1.0394985382051807,0.1541
8876,60,1.0419047848213965,0.1528
8880,60,1.044311031437612,0.1516
8884,60,1.0467172780538279,0.1504
8888,60,1.0491235246700434,0.1491
8892,60,1.0515297712862592,0.1479
8896,60,1.0539360179024748,0.1469
8900,60,1.0563422645186906,0.1457
8904,60,1.0587485111349062,0.1446
8908,60,1.061154757751122,0.1436
8912,60,1.0635610043673376,0.1426
8916,60,1.0659672509835534,0.1416
8920,60,1.068373497599769,0.1407
8924,60,1.0707797442159848,0.1398
8928,60,1.0731859908322003,0.139
8932,60,1.0755922374484161,0.1383
8936,60,1.077998484064632,0.1375
8940,60,1.0804047306808475,0.1368
8944,60,1.0828109772970633,0.1362
8948,60,1.085217223913279,0.1357
8952,60,1.0876234705294947,0.1353
8956,60,1.0900297171457103,0.1349
8960,60,1.092435963761926,0.1346
8964,60,1.0948422103781417,0.1343
8968,60,1.0972484569943575,0.134
8972,60,1.099654703610573,0.1338
8976,60,1.1020609502267888,0.1336
8980,60,1.1044671968430044,0.1335
8984,60,1.1068734434592202,0.1336
8988,60,1.1092796900754358,0.1339
8992,60,1.1116859366916516,0.134
8996,60,1.1140921833078672,0.1349
9000,60,1.116498429924083,0.1345
9004,60,1.1189046765402986,0.1349
9012,60,1.1237171697727302,0.1363
9016,60,1.1261234163889458,0.1362
9020,60,1.1285296630051616,0.1371
9024,60,1.1309359096213771,0.138
9028,60,1.133342156237593,0.1382
9032,60,1.1357484028538085,0.1388
9036,60,1.1381546494700243,0.1401
9044,60,1.1429671427024557,0.1407
9052,60,1.147779635934887,0.1429
9056,60,1.1501858825511027,0.1427
9060,60,1.1525921291673185,0.1446
9064,60,1.154998375783534,0.1443
9072,60,1.1598108690159654,0.1454
9084,60,1.1670296088646126,0.1482
9092,60,1.171842102097044,0.1517
9096,60,1.1742483487132598,0.1501
9100,60,1.1766545953294754,0.152
9104,60,1.1790608419456912,0.1536
9120,60,1.188685828410554,0.1563
9124,60,1.1910920750267695,0.1581
9128,60,1.1934983216429853,0.1598
9132,60,1.1959045682592009,0.1615
9140,60,1.2007170614916323,0.1593
9144,60,1.203123308107848,0.1608
9148,60,1.2151545411889264,0.1689
9156,60,1.2392170073510835,0.1761
9172,60,1.2873419396753973,0.1877
9296,81,0.7699989171890227,0.3213
9300,81,0.7820301502701013,0.3123
9312,81,0.8181238495133366,0.2812
9316,81,0.8301550825944152,0.2755
9344,81,0.8662487818376506,0.2519
9404,81,0.902342481080886,0.2233
9424,81,0.9143737141619646,0.2239
9436,81,0.9215924540106116,0.2198
9444,81,0.926404947243043,0.2154
9464,81,0.9384361803241215,0.2105
9480,81,0.9480611667889842,0.2123
9484,81,0.9504674134051999,0.2033
9496,81,0.957686153253847,0.1996
9504,81,0.9624986464862785,0.1977
9508,81,0.9649048931024942,0.196
9512,81,0.9673111397187099,0.1947
9516,81,0.9697173863349255,0.1933
9520,81,0.9721236329511412,0.1919
9524,81,0.9745298795673569,0.1906
9528,81,0.9769361261835726,0.1892
9532,81,0.9793423727997883,0.1879
9536,81,0.981748619416004,0.1865
9540,81,0.9841548660322197,0.185
9544,81,0.9865611126484354,0.1837
9548,81,0.9889673592646511,0.1823
9552,81,0.9913736058808668,0.181
9556,81,0.9937798524970824,0.1796
9560,81,0.9961860991132981,0.1782
9564,81,0.9985923457295138,0.177
9568,81,1.0009985923457296,0.1756
9572,81,1.0034048389619452,0.1741
9576,81,1.005811085578161,0.1728
9580,81,1.0082173321943766,0.1716
9584,81,1.0106235788105924,0.1702
9588,81,1.013029825426808,0.1689
9592,81,1.0154360720430238,0.1676
9596,81,1.0178423186592394,0.1663
9600,81,1.0202485652754552,0.165
9604,81,1.0226548118916707,0.1638
9608,81,1.0250610585078865,0.1625
9612,81,1.0274673051241021,0.1612
9616,81,1.029873551740318,0.16
9620,81,1.0322797983565337,0.1588
9624,81,1.0346860449727493,0.1575
9628,81,1.037092291588965,0.1563
9632,81,1.0394985382051807,0.1552
9636,81,1.0419047848213965,0.154
9640,81,1.044311031437612,0.1528
9644,81,1.0467172780538279,0.1517
9648,81,1.0491235246700434,0.1505
9652,81,1.0515297712862592,0.1494
9656,81,1.0539360179024748,0.1483
9660,81,1.0563422645186906,0.1473
9664,81,1.0587485111349062,0.1463
9668,81,1.061154757751122,0.1452
9672,81,1.0635610043673376,0.1442
9676,81,1.0659672509835534,0.1432
9680,81,1.068373497599769,0.1422
9684,81,1.0707797442159848,0.1414
9688,81,1.0731859908322003,0.1405
9692,81,1.0755922374484161,0.1396
9696,81,1.077998484064632,0.1388
9700,81,1.0804047306808475,0.1381
9704,81,1.0828109772970633,0.1374
9708,81,1.085217223913279,0.1366
9712,81,1.0876234705294947,0.1361
9716,81,1.0900297171457103,0.1354
9720,81,1.092435963761926,0.1349
9724,81,1.0948422103781417,0.1345
9728,81,1.0972484569943575,0.1339
9732,81,1.099654703610573,0.1336
9736,81,1.1020609502267888,0.1332
9740,81,1.1068734434592202,0.1328
9744,81,1.1116859366916516,0.1324
9748,81,1.1189046765402986,0.1321
9752,81,1.1309359096213771,0.1324
9756,81,1.1429671427024557,0.1339
9760,81,1.154998375783534,0.1372
9764,81,1.1670296088646126,0.1399
9768,81,1.1790608419456912,0.1416
9772,81,1.1910920750267695,0.1453
9776,81,1.203123308107848,0.1477
9780,81,1.2151545411889264,0.1517
9784,81,1.227185774270005,0.1547
9788,81,1.2392170073510835,0.1616
9792,81,1.2512482404321619,0.1629
9796,81,1.2632794735132404,0.1661
9800,81,1.275310706594319,0.1758
9804,81,1.2873419396753973,0.1741
9808,81,1.299373172756476,0.1801
10060,109,0.8301550825944152,0.2672
10072,109,0.8662487818376506,0.2479
10084,109,0.902342481080886,0.2275
10104,109,0.9624986464862785,0.1981
10112,109,0.9673111397187099,0.1957
10120,109,0.9721236329511412,0.1934
10124,109,0.9745298795673569,0.1922
10128,109,0.9769361261835726,0.191
10136,109,0.981748619416004,0.1886
10144,109,0.9865611126484354,0.1862
10148,109,0.9889673592646511,0.1849
10152,109,0.9913736058808668,0.1837
10156,109,0.9937798524970824,0.1825
10160,109,0.9961860991132981,0.1813
10164,109,0.9985923457295138,0.1801
10168,109,1.0009985923457296,0.1789
10172,109,1.0034048389619452,0.1776
10176,109,1.005811085578161,0.1764
10180,109,1.0082173321943766,0.1752
10184,109,1.0106235788105924,0.1739
10188,109,1.013029825426808,0.1728
10192,109,1.0154360720430238,0.1716
10196,109,1.0178423186592394,0.1704
10200,109,1.0202485652754552,0.1691
10204,109,1.0226548118916707,0.1679
10208,109,1.0250610585078865,0.1668
10212,109,1.0274673051241021,0.1655
10216,109,1.029873551740318,0.1643
10220,109,1.0322797983565337,0.1632
10224,109,1.0346860449727493,0.162
10228,109,1.037092291588965,0.1608
10236,109,1.0419047848213965,0.1585
10240,109,1.044311031437612,0.1574
10244,109,1.0467172780538279,0.1562
10248,109,1.0491235246700434,0.1551
10252,109,1.0515297712862592,0.154
10256,109,1.0539360179024748,0.1528
10260,109,1.0563422645186906,0.1518
10264,109,1.0587485111349062,0.1507
10268,109,1.061154757751122,0.1497
10272,109,1.0635610043673376,0.1486
10276,109,1.0659672509835534,0.1476
10280,109,1.068373497599769,0.1466
10284,109,1.0707797442159848,0.1457
10288,109,1.0731859908322003,0.1446
10292,109,1.0755922374484161,0.1439
10296,109,1.077998484064632,0.1429
10300,109,1.0804047306808475,0.142
10304,109,1.0828109772970633,0.1411
10308,109,1.0948422103781417,0.1373
10312,109,1.1068734434592202,0.1342
10316,109,1.1189046765402986,0.132
10320,109,1.1309359096213771,0.1304
10324,109,1.1429671427024557,0.1302
10328,109,1.154998375783534,0.1306
10332,109,1.1670296088646126,0.1315
10336,109,1.1790608419456912,0.1329
10340,109,1.1910920750267695,0.1352
10344,109,1.203123308107848,0.1386
10348,109,1.2151545411889264,0.1409
10352,109,1.227185774270005,0.1428
10356,109,1.2392170073510835,0.1457
10360,109,1.2512482404321619,0.149
10364,109,1.2632794735132404,0.1517
10368,109,1.275310706594319,0.1537
10372,109,1.2873419396753973,0.1569
10520,137,0.8662487818376506,0.237
10532,137,0.902342481080886,0.2168
10544,137,0.9384361803241215,0.208
10548,137,0.9504674134051999,0.2033
10552,137,0.9624986464862785,0.1969
10572,137,0.9745298795673569,0.1916
10576,137,0.9769361261835726,0.1908
10580,137,0.9793423727997883,0.1894
10584,137,0.981748619416004,0.1884
10588,137,0.9841548660322197,0.1872
10592,137,0.9865611126484354,0.1859
10596,137,0.9889673592646511,0.1852
10600,137,0.9913736058808668,0.1843
10604,137,0.9937798524970824,0.1828
10608,137,0.9961860991132981,0.1817
10612,137,0.9985923457295138,0.1811
10616,137,1.0009985923457296,0.1794
10620,137,1.0034048389619452,0.1789
10624,137,1.005811085578161,0.1773
10632,137,1.0106235788105924,0.1743
10636,137,1.013029825426808,0.1742
10640,137,1.0154360720430238,0.173
10644,137,1.0178423186592394,0.1718
10648,137,1.0202485652754552,0.1706
10652,137,1.0226548118916707,0.1694
10656,137,1.0250610585078865,0.1683
10660,137,1.0274673051241021,0.1672
10664,137,1.029873551740318,0.1661
10668,137,1.0322797983565337,0.1651
10672,137,1.0346860449727493,0.164
10676,137,1.037092291588965,0.1628
10680,137,1.0394985382051807,0.1615
10684,137,1.0419047848213965,0.1604
10688,137,1.044311031437612,0.1593
10692,137,1.0467172780538279,0.1583
10696,137,1.0491235246700434,0.1575
10700,137,1.0515297712862592,0.1562
10704,137,1.0539360179024748,0.155
10708,137,1.0563422645186906,0.1539
10712,137,1.0587485111349062,0.1529
10716,137,1.061154757751122,0.1519
10720,137,1.0635610043673376,0.151
10724,137,1.0659672509835534,0.1501
10728,137,1.068373497599769,0.149
10732,137,1.0707797442159848,0.148
10736,137,1.0731859908322003,0.147
10740,137,1.0755922374484161,0.146
10744,137,1.077998484064632,0.1452
10748,137,1.0804047306808475,0.1445
10752,137,1.0828109772970633,0.1435
10756,137,1.085217223913279,0.1426
10760,137,1.0876234705294947,0.1417
10764,137,1.0900297171457103,0.1409
10768,137,1.092435963761926,0.1402
10772,137,1.0948422103781417,0.1396
10776,137,1.0972484569943575,0.1387
10780,137,1.099654703610573,0.1378
10784,137,1.1020609502267888,0.1372
10788,137,1.1044671968430044,0.1365
10792,137,1.1068734434592202,0.136
10796,137,1.1092796900754358,0.1354
10800,137,1.1116859366916516,0.1348
10804,137,1.1140921833078672,0.1341
10808,137,1.116498429924083,0.1334
10812,137,1.1189046765402986,0.133
10816,137,1.1213109231565144,0.1327
10820,137,1.1237171697727302,0.1322
10824,137,1.1261234163889458,0.1317
10828,137,1.1285296630051616,0.1312
10832,137,1.1309359096213771,0.1308
10840,137,1.1357484028538085,0.1303
10844,137,1.1381546494700243,0.13
10848,137,1.14056089608624,0.1298
10852,137,1.1429671427024557,0.1293
10856,137,1.1453733893186713,0.1291
10860,137,1.147779635934887,0.1289
10864,137,1.1501858825511027,0.1289
10868,137,1.1525921291673185,0.1289
10872,137,1.154998375783534,0.1287
10876,137,1.1670296088646126,0.1284
10880,137,1.1790608419456912,0.1289
10884,137,1.1910920750267695,0.1297
10888,137,1.203123308107848,0.1322
10892,137,1.2151545411889264,0.1327
10896,137,1.227185774270005,0.1347
10900,137,1.2392170073510835,0.1371
10904,137,1.2512482404321619,0.1412
10908,137,1.2632794735132404,0.1435
10912,137,1.275310706594319,0.1444
10916,137,1.2873419396753973,0.1471
11096,150,0.8782800149187291,0.2375
11104,150,0.902342481080886,0.2261
11108,150,0.9143737141619646,0.2162
11116,150,0.9384361803241215,0.2023
11136,150,0.9504674134051999,0.2039
11152,150,0.9624986464862785,0.1986
11172,150,0.9745298795673569,0.1936
11184,150,0.981748619416004,0.1896
11192,150,0.9865611126484354,0.1881
11196,150,0.9889673592646511,0.1868
11204,150,0.9937798524970824,0.1846
11212,150,0.9985923457295138,0.1827
11216,150,1.0009985923457296,0.1813
11224,150,1.005811085578161,0.1785
11232,150,1.0106235788105924,0.1769
11244,150,1.0178423186592394,0.1735
11252,150,1.0226548118916707,0.1713
11260,150,1.0274673051241021,0.1693
11272,150,1.0346860449727493,0.166
11288,150,1.044311031437612,0.1616
11292,150,1.0467172780538279,0.1606
11304,150,1.0539360179024748,0.1574
11308,150,1.0563422645186906,0.1561
11312,150,1.0587485111349062,0.1554
11332,150,1.0707797442159848,0.1504
11336,150,1.0731859908322003,0.1491
11352,150,1.0828109772970633,0.1459
11356,150,1.0948422103781417,0.1416
11360,150,1.1068734434592202,0.138
11364,150,1.1189046765402986,0.1346
11368,150,1.1309359096213771,0.132
11372,150,1.1429671427024557,0.1302
11376,150,1.154998375783534,0.1289
11380,150,1.1670296088646126,0.1281
11384,150,1.1790608419456912,0.1278
11388,150,1.1910920750267695,0.1285
11392,150,1.203123308107848,0.1295
11396,150,1.2151545411889264,0.1306
11404,150,1.2392170073510835,0.1343
11412,150,1.2632794735132404,0.1412
11560,235,0.7459364510268658,0.2832
11580,235,0.8060926164322582,0.2558
11584,235,0.8181238495133366,0.2479
11588,235,0.8301550825944152,0.2434
11592,235,0.8421863156754936,0.2386
11608,235,0.8903112479998075,0.2211
11612,235,0.902342481080886,0.2172
11616,235,0.9143737141619646,0.209
11620,235,0.926404947243043,0.2103
11632,235,0.9624986464862785,0.1983
11636,235,0.9745298795673569,0.1935
11640,235,0.9865611126484354,0.1904
11644,235,0.9913736058808668,0.1831
11648,235,0.9937798524970824,0.1825
11652,235,0.9961860991132981,0.1819
11656,235,0.9985923457295138,0.1866
11660,235,1.0009985923457296,0.1799
